full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
"Tchoua, Roselyne",Tchoua,Roselyne,https://scholar.google.com/citations?hl=en&user=x2a10cYAAAAJ,,,,,DePaul University  ,Assistant,21,New,*,*
"Tomuro, Noriko",Tomuro,Noriko,,,,,,DePaul University  ,Associate,21,,*,*
"Wolfe, Rosalee",Wolfe,Rosalee,https://scholar.google.com/citations?user=S-RYbV0AAAAJ&hl=en,,,,,DePaul University  ,Full,21,,*,*
"Yu, James",Yu,James,,,,,,DePaul University  ,Associate,21,,*,*
"Blake, M. Brian",Blake,M. Brian,https://scholar.google.com/citations?user=yviVLyIAAAAJ&hl=en,,,,,Drexel University  ,Full,22,Not listed,-,-
"Breen, David",Breen,David,https://scholar.google.com/citations?user=d5PqNPgAAAAJ&hl=en,,,,,Drexel University  ,Full,22,Associate to Full,*,*
"Cai, Yuanfang",Cai,Yuanfang,https://scholar.google.com/citations?user=14rruLUAAAAJ&hl=en,,,,,Drexel University  ,Full,22,Associate to Full,*,*
"Char, Bruce",Char,Bruce,https://scholar.google.com/citations?user=SMGY4jUAAAAJ&hl=en&oi=sra,,,,,Drexel University  ,Full,22,,*,*
"Gkatzelis, Vasilis",Gkatzelis,Vasilis,https://scholar.google.com/citations?user=0VBRRRoAAAAJ&hl=en,,,,,Drexel University  ,Assistant,22,,*,*
"Gordon, Colin",Gordon,Colin,https://scholar.google.com/citations?user=Y9ek5GIAAAAJ&hl=en,,,,,Drexel University  ,Assistant,22,,*,*
"Greenstadt, Rachel",Greenstadt,Rachel,https://scholar.google.com/citations?user=FsbND-sAAAAJ&hl=en,,,,,Drexel University  ,Associate,22,Not listed,-,-
"Johnson, Jeremy",Johnson,Jeremy,https://scholar.google.com/citations?user=6R7q78UAAAAJ&hl=en,,,,,Drexel University  ,Full,22,,*,*
"Kim, Edward",Kim,Edward,https://scholar.google.com/citations?hl=en&user=1q-Fu6cAAAAJ,,,,,Drexel University  ,Associate,22,New,*,*
"Mainland, Geoffrey",Mainland,Geoffrey,https://scholar.google.com/citations?user=jjWDm9wAAAAJ&hl=en,,,,,Drexel University  ,Associate,22,Assistant to Associate,*,*
"Mancoridis, Spiros",Mancoridis,Spiros,https://scholar.google.com/citations?user=bKGwUrQAAAAJ&hl=en,,,,,Drexel University  ,Full,22,,*,*
"Ontanaon, Santiago",Ontanaon,Santiago,https://scholar.google.com/citations?user=aS-DrOwAAAAJ&hl=en&oi=ao,,,,,Drexel University  ,Associate,22,,*,*
"Pountourakis, Emmanouil ",Pountourakis,Emmanouil,https://scholar.google.com/citations?hl=en&user=gWygCaAAAAAJ,,,,,Drexel University  ,Assistant,22,New,*,*
"Popyack, Jeffrey",Popyack,Jeffrey,https://scholar.google.com/citations?user=cEscX0cAAAAJ&hl=en,,,,,Drexel University  ,Full,22,,*,*
"Salvucci, Dario",Salvucci,Dario,https://scholar.google.com/citations?user=i1VJMhgAAAAJ&hl=en,,,,,Drexel University  ,Full,22,,*,*
"Shokoufandeh, Ali",Shokoufandeh,Ali,https://scholar.google.com/citations?user=YrsoRK0AAAAJ&hl=en,,,,,Drexel University  ,Full,22,,*,*
"Solovey, Erin",Solovey,Erin,https://scholar.google.com/citations?user=d3Xr2dcAAAAJ&hl=en,,,,,Drexel University  ,Assistant,22,Not listed,-,-
"Stoyanovich, Julia",Stoyanovich,Julia,https://scholar.google.com/citations?user=UhJRkaIAAAAJ&hl=en,,,,,Drexel University  ,Assistant,22,Not listed,-,-
"Cole, Richard",Cole,Richard,https://scholar.google.com/citations?user=p2ttvlEAAAAJ&hl=en&oi=ao,,,,,Drexel University  ,Full,54,Not listed,-,-
Pankaj K. Agarwal,Agarwal,Pankaj,https://scholar.google.com/citations?user=xe0eVksAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Owen Astrachan,Astrachan,Owen,,,,,,Duke University  ,Full,23,Professor of Practice,- ,-
"Bartesaghi, Alberto",Bartesaghi,Alberto,https://scholar.google.com/citations?user=vpf-lMkAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,,*,*
John A. Board,Board,John,https://scholar.google.com/citations?user=G4sm_HQAAAAJ&hl=en,,,,,Duke University  ,Associate,23,,*,*
Robert Bryant,Bryant,Robert,https://scholar.google.com/citations?user=n7HjYQoAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,Not listed,-,-
Robert Calderbank,Calderbank,Robert,https://scholar.google.com/citations?user=XtUBAtwAAAAJ,,,,,Duke University  ,Full,23,,*,*
Lawrence Carin,Carin,Lawrence,https://scholar.google.com/citations?hl=en&user=2nmHOtoAAAAJ,,,,,Duke University  ,Full,23,New,*,*
David Carlson,Carlson,David,https://scholar.google.com/citations?user=R9FqK9cAAAAJ&hl=en,,,,,Duke University  ,Assistant,23,,*,*
Krishnendu Chakrabarty,Chakrabarty,Krishnendu,https://scholar.google.com/citations?user=R_VPUyEAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Jeffrey Chase,Chase,Jeffrey,,,,,,Duke University  ,Full,23,,*,*
Yiran Chen,Chen,Yiran,https://scholar.google.com/citations?hl=en&user=3G-nnjMAAAAJ,,,,,Duke University  ,Full,23,New,*,*
Vincent Conitzer,Conitzer,Vincent,https://scholar.google.com/citations?user=juRk4lQAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Landon Cox,Cox,Landon,https://scholar.google.com/citations?user=zoBGvW4AAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,Not listed,-,-
Mary Cummings,Cummings,Mary,https://scholar.google.com/citations?user=TqARAGcAAAAJ&hl=en&oi=sra,,,,,Duke University  ,Full,23,,*,*
Bhuwan Dhingra,Dhingra,Bhuwan,https://scholar.google.com/citations?hl=en&user=2W2ttrQAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Bruce R. Donald,Donald,Bruce,https://scholar.google.com/citations?user=TkayRqQAAAAJ&hl=en,,,,,Duke University  ,Full,23,,*,*
Sina Farsiu,Farsiu,Sina,https://scholar.google.com/citations?user=mzcr92sAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
Rong Ge,Ge,Rong,https://scholar.google.com/citations?user=MVxcjEoAAAAJ&hl=en,,,,,Duke University  ,Assistant,23,,*,*
Neil Gong,Gong,Neil,https://scholar.google.com/citations?hl=en&user=t6uCsYoAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Raluca-Mihaela Gordan,Gordan,Raluca-Mihaela,https://scholar.google.com/citations?user=SV2GPKwAAAAJ&hl=en,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
Maria Gorlatova,Gorlatova,Maria ,https://scholar.google.com/citations?hl=en&user=h_DY5OQAAAAJ,,,,,Duke University  ,Assistant,23,"New, ""Assistant Professor of Electrical & Computer Engineering and Computer Science""",?,?
Jennifer Groh,Groh,Jennifer Groh,https://scholar.google.com/citations?hl=en&user=n_BMt9AAAAAJ,,,,,Duke University  ,Full,23,"New, ""Professor of Psychology & Neuroscience, Neurobiology, and Computer Science""",?,?
Alexander J. Hartemink,Hartemink,Alexander,https://scholar.google.com/citations?user=HLRZ3oAAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Kris Hauser,Hauser,Kris,https://scholar.google.com/citations?user=-sGaL8sAAAAJ&hl=en,,,,,Duke University  ,Associate,23,Not listed,-,-
Katherine Heller,Heller,Katherine,https://scholar.google.com/citations?user=WOAlvmoAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Assistant,23,Assistant Research Professor,-,-
"Hilton, Andrew",Hilton,Andrew,https://scholar.google.com/citations?user=TFEfMWEAAAAJ&hl=en,,,,,Duke University  ,Assistant,23,Not listed,-,-
Jungsang Kim,Kim,Jungsang,https://scholar.google.com/citations?user=ibITRigAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,Not listed,-,-
Alvin R. Lebeck,Lebeck,Alvin,https://scholar.google.com/citations?user=6s2hs3oAAAAJ&hl=en,,,,,Duke University  ,Full,23,,*,*
Benjamin C. Lee,Lee,Benjamin,https://scholar.google.com/citations?user=4Tnj6PcAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,,*,*
Matt Lentz,Lentz,Matt,https://scholar.google.com/citations?hl=en&user=x0Mys0wAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Hai (Helen) Li,Li,Hai,https://scholar.google.com/citations?user=E6Tpfq8AAAAJ&hl=en,,,,,Duke University  ,Full,23,Associate to Full,*,*
Ashwin Machanavajjhala,Machanavajjhala,Ashwin,https://scholar.google.com/citations?user=A0hv6xwAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
Bruce Maggs,Maggs,Bruce,https://scholar.google.com/citations?user=Gwrwxa0AAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Sayan Mukherjee,Mukherjee,Sayan,https://scholar.google.com/citations?user=R94cBVgAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Kamesh Munagala,Munagala,Kamesh,https://scholar.google.com/citations?user=PJQPzgcAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Kartik Nayak,Nayak,Kartik,https://scholar.google.com/citations?hl=en&user=JEyz8wEAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Miroslav Pajic,Pajic,Miroslav,https://scholar.google.com/citations?user=Fbn21-8AAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
Debmalya Panigrahi,Panigrahi,Debmalya,https://scholar.google.com/citations?user=syv4e-EAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
Ronald E. Parr,Parr,Ronald,https://scholar.google.com/citations?user=b-GJ3QIAAAAJ&hl=en,,,,,Duke University  ,Full,23,,*,*
Amanda Randles,Randles,Amanda,https://scholar.google.com/citations?user=Fbn21-8AAAAJ&hl=en,,,,,Duke University  ,Assistant,23,,*,*
John H. Reif,Reif,John,https://scholar.google.com/citations?user=Er-gEaoAAAAJ&hl=en&oi=sra,,,,,Duke University  ,Full,23,,*,*
Michael Reiter,Reiter,Michael,https://scholar.google.com/citations?hl=en&user=GaRxukMAAAAJ,,,,,Duke University  ,Full,23,New,*,*
Benjamin Rossman,Rossman,Benjamin,,,,,,Duke University  ,Associate,23,New,*,*
Sudeepa Roy,Roy,Sudeepa,https://scholar.google.com/citations?user=vzfO5TwAAAAJ&hl=en,,,,,Duke University  ,Assistant,23,,*,*
Cynthia D. Rudin,Rudin,Cynthia,https://scholar.google.com/citations?user=mezKJyoAAAAJ&hl=en,,,,,Duke University  ,Full,23,Associate to Full,*,*
Guillermo Sapiro,Sapiro,Guillermo,https://scholar.google.com/citations?user=ISRNX3gAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Scott C. Schmidler,Schmidler,Scott,,,,,,Duke University  ,Associate,23,,*,*
Daniel J. Sorin,Sorin,Daniel,https://scholar.google.com/citations?user=bsoRFLAAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Rebecca Carter Steorts,Steorts,Rebecca,https://scholar.google.com/citations?user=EdgSKFEAAAAJ&hl=en,,,,,Duke University  ,Assistant,23,,*,*
Xiaobai Sun,Sun,Xiaobai,,,,,,Duke University  ,Full,23,,*,*
Vahid Tarokh,Tarokh,Vahid,,,,,,Duke University  ,Full,23,,*,*
Carlo Tomasi,Tomasi,Carlo,https://scholar.google.com/citations?user=xViwZ0QAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Full,23,,*,*
Kishor S. Trivedi,Trivedi,Kishor,https://scholar.google.com/citations?user=fEVXhhAAAAAJ&hl=en&oi=sra,,,,,Duke University  ,Full,23,,*,*
Alexander Volfovsky,Volfovsky,Alexander,https://scholar.google.com/citations?hl=en&user=9qHFzDoAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Lisa Wills,Wills,Lisa,https://scholar.google.com/citations?hl=en&user=TOriZzEAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
Sam Wiseman,Wiseman,Sam,,,,,,Duke University  ,Assistant,23,New,*,*
Jun Yang,Yang,Jun,,,,,,Duke University  ,Full,23,,*,*
Xiaowei Yang,Yang,Xiaowei,https://scholar.google.com/citations?user=cVTdh_sAAAAJ&hl=en&oi=ao,,,,,Duke University  ,Associate,23,,*,*
"Zavlanos, Michael",Zavlanos,Michael,https://scholar.google.com/citations?user=gqtM2HwAAAAJ&hl=en,,,,,Duke University  ,Associate,23,Assistant to Associate,*,*
"Zhang, Fan",Zhang,Fan,https://scholar.google.com/citations?hl=en&user=YTokrfkAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
"Zhuo, Danyang",Zhuo,Danyang,https://scholar.google.com/citations?hl=en&user=E3yOuvEAAAAJ,,,,,Duke University  ,Assistant,23,New,*,*
"Pados, Dimitris ",Pados,Dimitris,https://scholar.google.com/citations?user=tczyXJUAAAAJ&hl=en,,,,,Florida Atlantic University,Full,24,Not listed,-,-
"Aalo, Valentine",Aalo,Valentine,https://scholar.google.com/citations?hl=en&user=_7UysXEAAAAJ,,,,,Florida Atlantic University,Full,24,New,*,*
"Agarwal, Ankur",Agarwal,Ankur,https://scholar.google.com/citations?user=lHvOG4EAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,Associate to Full,*,*
"Alhalabi, Bassem",Alhalabi,Bassem,https://scholar.google.com/citations?user=O72412cAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Associate,24,,*,*
"Assis, Raquel",Assis,Raquel,https://scholar.google.com/citations?hl=en&user=MjyukQkAAAAJ,,,,,Florida Atlantic University,Assistant,24,New,*,*
"Azarderakhsh, Reza",Azarderakhsh,Reza,https://scholar.google.com/citations?user=zsnXFgwAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Associate,24,Assistant to Associate,*,*
"Bou-Harb, Elias",Bou-Harb,Elias,https://scholar.google.com/citations?user=nxEcAJUAAAAJ&hl=en,,,,,Florida Atlantic University,Assistant,24,Not listed,-,-
"Cardei, Ionut",Cardei,Ionut,https://scholar.google.com/citations?user=6MZuZB4AAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Cardei, Mihaela",Cardei,Mihaela,https://scholar.google.com/citations?user=TJ_YumoAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"De Groff, Dolores",De Groff,Dolores,,,,,,Florida Atlantic University,Associate,24,Electrical,-,-
"DeGiorgio, Michael",DeGiorgio,"Giorgio, M",https://scholar.google.com/citations?hl=en&user=psdJNJMAAAAJ,,,,,Florida Atlantic University,Associate,24,New,*,*
"Fernandez, Eduardo",Fernandez,Eduardo,https://scholar.google.com/citations?user=OAfHG7QAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Furht, Borko",Furht,Borko,https://scholar.google.com/citations?user=z1BEGM8AAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,Electrical,-,-
"Ghoraani, Behnaz",Ghoraani,Behnaz,https://scholar.google.com/citations?user=ssLvFH8AAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Associate,24,Assistant to Associate,*,*
"Hallstrom, Jason O.",Hallstrom,Jason O.,,,,,,Florida Atlantic University,Full,24,,*,*
"Huang, Shihong",Huang,Shihong,https://scholar.google.com/citations?user=c2XTHWgAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Ilyas, Mohammad",Ilyas,Mohammad,https://scholar.google.com/citations?user=ks65XMQAAAAJ&hl=en,,,,,Florida Atlantic University,Full,24,,*,*
"Kalva, Hari",Kalva,Hari,https://scholar.google.com/citations?user=FO1NbXUAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,Electrical,-,-
"Khoshgoftaar, Taghi",Khoshgoftaar,Taghi,https://scholar.google.com/citations?user=-PgNSCAAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Liu, Feng-Hao",Liu,Feng-Hao,https://scholar.google.com/citations?user=vvWcl-wAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Assistant,24,,*,*
"Mahgoub, Imadeldin",Mahgoub,Imadeldin,https://scholar.google.com/citations?user=cO_-CnIAAAAJ&hl=en,,,,,Florida Atlantic University,Full,24,,*,*
"Marques, Oge",Marques,Oge,https://scholar.google.com/citations?user=ZgWULzYAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Ni, Zhen",Ni,Zhen,https://scholar.google.com/citations?hl=en&user=ehfAZpwAAAAJ,,,,,Florida Atlantic University,Assistant,24,New,*,*
"Nojoumian, Mehrdad",Nojoumian,Mehrdad,https://scholar.google.com/citations?user=6TVu590AAAAJ&hl=en,,,,,Florida Atlantic University,Associate,24,Assistant to Associate,*,*
"Pandya, Abhijit",Pandya,Abhijit,,,,,,Florida Atlantic University,Full,24,Computer Engineering,-,-
"Petrie, Maria Larrondo",Petrie,Maria Larrondo,https://scholar.google.com/citations?user=kXV-iEIAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Full,24,,*,*
"Raviv, Daniel",Raviv,Daniel,,,,,,Florida Atlantic University,Full,24,,*,*
"Rhodes, William",Rhodes,William,,,,,,Florida Atlantic University,Full,24,Not listed,-,-
"Shankar, Ravi",Shankar,Ravi,https://scholar.google.com/citations?user=4nMakAEAAAAJ&hl=en,,,,,Florida Atlantic University,Full,24,Not listed,-,-
"Tang, Yufei",Tang,Yufei,https://scholar.google.com/citations?user=tkzHKDoAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Assistant,24,,*,*
"Wang, Xin ",Wang,Xin ,https://scholar.google.com/citations?user=bQBku50AAAAJ&hl=en,,,,,Florida Atlantic University,Associate,24,Not listed,-,-
"Wang, Dingding",Wang,Dingding,https://scholar.google.com/citations?user=c6PLjO4AAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Assistant,24,,*,*
"Yang, KwangSoo",Yang,KwangSoo,https://scholar.google.com/citations?user=ou-o00sAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Assistant,24,,*,*
"Zhong, Xiangnan",Zhong,Xiangnan,https://scholar.google.com/citations?hl=en&user=pdzma9AAAAAJ,,,,,Florida Atlantic University,Assistant,24,New,*,*
"Zhu, Xingquan (Hill)",Zhu,Xingquan (Hill),https://scholar.google.com/citations?user=YhKZXtcAAAAJ&hl=en&oi=ao,,,,,Florida Atlantic University,Associate,24,,*,*
"Zhuang, Hanqi ",Zhuang,Hanqi ,https://scholar.google.com/citations?user=GaLP1jkAAAAJ&hl=en,,,,,Florida Atlantic University,Full,24,,*,*
"Zilouchian, Ali",Zilouchian,Ali,https://scholar.google.com/citations?hl=en&user=Yz90q3wAAAAJ,,,,,Florida Atlantic University,Full,24,Not listed,-,-
"Allen, William",Allen,William,https://scholar.google.com/citations?user=ON5EBt0AAAAJ&hl=en,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Anagnostopoulos, Georgios C.",Anagnostopoulos,Georgios C,https://scholar.google.com/citations?hl=en&user=P5VBBVAAAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"Arrasmith, William W.",Arrasmith,William W,https://scholar.google.com/citations?hl=en&user=Nuw_-dEAAAAJ,,,,,Florida Institute of Technology  ,Full,25,New,*,*
"Bernhard, Phil",Bernhard,Phil,https://scholar.google.com/citations?user=EX43HZ0AAAAJ&hl=en,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Bhattacharyya, Siddhartha",Bhattacharyya,Siddhartha,https://scholar.google.com/citations?user=UNaLSCEAAAAJ&hl=en,,,,,Florida Institute of Technology  ,Assistant,25,,*,*
"Bond, Pat",Bond,Pat,,,,,,Florida Institute of Technology  ,Associate,25,,-,-
"Carvalho, Marco",Carvalho,Marco,https://scholar.google.com/citations?user=P9uSzk4AAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Full,25,,*,*
"Chan, Phillip",Chan,Phil,https://scholar.google.com/citations?user=R_q2Nh4AAAAJ&hl=en,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Crawford, Heather",Crawford,Heather,https://scholar.google.com/citations?user=_jZd3F4AAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Assistant,25,,*,*
"Eskridge, Thomas",Eskridge,Thomas,https://scholar.google.com/citations?user=ViQDZUkAAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Fabregas, Aldo A.",Fabregas,Aldo ,https://scholar.google.com/citations?hl=en&user=_riWwZQAAAAJ,,,,,Florida Institute of Technology  ,Assistant,25,New,*,*
"Gallagher, Keith",Gallagher,Keith,https://scholar.google.com/citations?user=iDCDbB4AAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Këpuska, Veton",Këpuska,Veton,https://scholar.google.com/citations?hl=en&user=FoQq3rUAAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"King, Michael",King,Michael,https://scholar.google.com/citations?user=TfUa_NIAAAAJ&hl=en,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Kostanic, Ivica",Kostanic,Ivica,https://scholar.google.com/citations?hl=en&user=bjdNGwUAAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"Kozaitis, Samuel P. ",Kozaitis,Samuel P,https://scholar.google.com/citations?user=ZqFf958AAAAJ&hl=en&oi=sra,1329,21,38,35,Florida Institute of Technology  ,Full,25,New,*,*
"Lee, Chul-Ho",Lee,Chul-Ho,https://scholar.google.com/citations?hl=en&user=hxzrx3kAAAAJ,,,,,Florida Institute of Technology  ,Assistant,25,New,*,*
"LeVan, David",LeVan,David,https://scholar.google.com/citations?user=aRAsVC4AAAAJ&hl=en,,,,,Florida Institute of Technology  ,Assistant,25,Not listed,,
"Menezes, Ronaldo",Menezes,Ronaldo,https://scholar.google.com/citations?user=eHej2g8AAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Full,25,,-,-
"Mitra, Debasis",Mitra,Debasis,https://scholar.google.com/citations?user=NhlPH-8AAAAJ&hl=en,,,,,Florida Institute of Technology  ,Full,25,,*,*
"Otero, Carlos E.",Otero,Carlos,https://scholar.google.com/citations?hl=en&user=3PTbQJUAAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"Otero, Luis Daniel",Otero,Luis,https://scholar.google.com/citations?hl=en&user=lx5iMF4AAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"O'Connor, Terrence",O'Connor,Terrence,,,,,,Florida Institute of Technology  ,Assistant,25,New,*,*
"Parenteau, Bernard",Parenteau,Bernard,,,,,,Florida Institute of Technology  ,Assistant,25,,*,*
"Peter, Adrian",Peter,Adrian,https://scholar.google.com/citations?hl=en&user=6VLy_QIAAAAJ,,,,,Florida Institute of Technology  ,Associate,25,New,*,*
"Ribeiro, Eraldo",Ribeiro,Eraldo,https://scholar.google.com/citations?user=OhniypkAAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Shoaff, William",Shoaff,William,,,,,,Florida Institute of Technology  ,Associate,25,,*,*
"Silaghi, Marius",Silaghi,Marius,https://scholar.google.com/citations?user=4ugT05sAAAAJ&hl=en&oi=ao,,,,,Florida Institute of Technology  ,Full,25,Associate to Full,*,*
